Review,Condition,Rating,Sentiment
"At first when I took Tizanidine at night and then in the morning, I had to leave work and go back to sleep. I was so tired and couldn&#039;t do anything. After that I only took it at night which was helpful. I discovered I needed to take it just before I went to bed. It makes me drowsy and unable to walk. I even fell out of the bed and hit my head while I was trying to sit up. The good thing is it did stop the muscle spasms. I would recommend it but would warn about the side effects that could happen.",Muscle Spasm,3.0,Negative
"I&#039;ve had severe heartburn since I was a teen.  Tried everything from Tums, Rolaids, Zantac, Prilosec, Prevacid, etc.  Prilosec was the only drug that seemed to work, but I had to keep increasing the dosage.  My doctor recommended Kapidex and what a difference!  I take one pill each morning and haven&#039;t had heartburn since.  It&#039;s been almost a year now so I won&#039;t find out if it has improved Barrett&#039;s for another month or so, but at least the heartburn is long gone.  I can actually eat anything now, jalepeno&#039;s, pizza, etc. without getting heartburn.  Now I just worry about the long term negative side effects on bone density.  I do take a calcium supplement every morning as well just in case.",Barrett's Esophagus,10.0,Positive
I saw no difference in my cough using these pills. It was still horrible and kept me up at night and lasted several days,Cough,1.0,Negative
"Took my first dose of the salty cherry flavored liquid. Cool water, thick smoothie straw, less than 2minutes! Did a 20oz of water each half hour after for an hour and a half.....it hit me 10 minutes in, no cramps or rush to the potty. Just needed to go like normal, first ten minutes and fluid was coming out more clear. The key to the taste, get it down quick and don&#039;t think about it (lemon wedges are a saving grace). Trick to easing potty pain, eat light three days before, liquids ONLY the day before and easy as 1,2 and done!",Bowel Preparation,10.0,Positive
This product is amazing and is a great alternative to oral medicine. I am no longer embarrassed to where my flip flops. I have paid $80.00 in copays over a year.,"Onychomycosis, Toenail",10.0,Positive
"I have been taking Premarin a little over a month and my hair is starting to fall out, I am having stomach issues now, including odd bloating, and I still have hot flashes every day. I used to take Enjuvia and it was the best thing ever, but it is no longer being manufactured or distributed. I can&#039;t seem to tolerate anything else. Does anyone know of something better? I take the highest dose of this without causing the High risk for Breast cancer...I wish this stuff would work for me :(",Postmenopausal Symptoms,4.0,Negative
"Hydroxyzine seems to help more with my reaction to pain than with the actual pain. If I take hydroxyzine while I have shin splints, I still feel quite a bit of pain; it&#039;s just that I feel significantly less distressed and distracted by the pain than I normally would be. 

It works best for pain if taken with an actual painkiller. I prefer using naproxen, as the hydroxyzine seems to counteract the stomachache I always get from this NSAID.",Pain,7.0,Neutral
"Multiple cervical polyps: I have been taking this medication for 3 months, for 14 days each month. Side effects include increased hunger (actually I am pleased about this as I am rarely hungry and don&#039;t really enjoy food). I have read that it can cause depression, but for me it is the opposite. I am far less depressed and have more energy and feel less overwhelmed.  The effects only last for the 2 weeks that I am taking it each month.  My body seems to love this medicine.  It is too soon to ascertain whether my polyps have shrunk/disappeared.  I am going to be re-tested in three months.  If it hasn&#039;t worked then I am going to try the Mirena coil.",Abnormal Uterine Bleeding,5.0,Neutral
"After having osteopenia progress to osteoporosis  and not tolerating oral medications, my doctor suggested Reclast. I had my first infusion on Dec 26, 2015 and within days suffered incapacitating  pain in my hands. It was so bad, I couldn&#039;t hold a toothbrush without tears due to the pain. Additionally, I started to have severe upper jaw pain. The hand pain has improved but not gone away entirely. The jaw pain has not resolved at all, making it hard to chew.   I would not recommend this drug to anyone and would NEVER, NEVER use it again.",Osteoporosis,1.0,Negative
Anxiety has been crazy since moving cities and hard finding work. I can&#039;t calm down. Started lexapro or the generic brand  at 10mg a day. Had orgasm problems first like 4-5 days hard to urinate. Mild head ache. And vivid dreams. But I stuck it out after two weeks side effect mostly went away and doctor instructed to up it to 20mg a day and now I honestly feel no extra side effects most have all gone away already by week 3. I feel a little better about being able to control my anxiety and intrusive thoughts. But still feel kinda depressed and anti social. I&#039;m gonna keep trying tho. Its helped the anxiety already so I think it&#039;ll take longer for everything to settle in. I take it at night cause it makes it sleepy. Wake up fine the next day.,Generalized Anxiety Disorde,7.0,Neutral
"Considering going off of it.  Too many severe side effects such as painful hands and feet, tendinitis of wrists, weight gain.",Breast Cance,1.0,Negative
"I took sertraline (zoloft) for 4 days before quitting it. The first day I felt very tired and slightly nauseous. After that I was having very loose stools, headaches, drowsiness, dizziness, and overall sense of just not being myself. Today I had my first full blown panic attack in almost 2 years (I&#039;ve been on clonazepam since my last panic attack). I know people always say to keep pushing through the side effects but I couldn&#039;t. I had to leave work and I went home and cried for hours. I felt like a complete zombie for the last 3 days. Obviously this drug effects everyone differently but for me, it was absolute hell. :(",Panic Disorde,1.0,Negative
